latitude,longitude,source_id,id,group_id,street_no,street,str_name,str_type,str_dir,unit,city,postal_code,full_addr,city_pcs,str_name_pcs,str_type_pcs,str_dir_pcs,csduid,csdname,pruid,provider
49.15249,-122.80509,,2645a7ec50a0153ddf24,7072557,15069,82 Ave,82,Ave,,,SURREY,,15069 82 Ave,SURREY,82,AVE,,5915004,Surrey,59,Surrey
